Age,Age Group,Attrition,Attrition Flag,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,Income Group,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Tenure Group,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Mid-Career,No,0,Travel_Rarely,154,Sales,7,4,Life Sciences,1,941,2,Male,41,2,1,Sales Representative,3,Married,2329,Low Income,11737,3,Y,No,15,3,2,80,0,13,2,4,7,Experienced,7,5,2
35,Mid-Career,No,0,Travel_Rarely,1137,Research & Development,21,1,Life Sciences,1,942,4,Female,51,3,2,Healthcare Representative,4,Married,4014,Low Income,19170,1,Y,Yes,25,4,4,80,1,10,2,1,10,Veteran,6,0,7
49,Senior,No,0,Travel_Rarely,527,Research & Development,8,2,Other,1,944,1,Female,51,3,3,Laboratory Technician,2,Married,7403,Medium Income,22477,4,Y,No,11,3,3,80,1,29,3,2,26,Veteran,9,1,7
48,Senior,No,0,Travel_Rarely,1469,Research & Development,20,4,Medical,1,945,4,Male,51,3,1,Research Scientist,3,Married,2259,Low Income,5543,4,Y,No,17,3,1,80,2,13,2,2,0,New Employee,0,0,0
31,Mid-Career,No,0,Non-Travel,1188,Sales,20,2,Marketing,1,947,4,Female,45,3,2,Sales Executive,3,Married,6932,Medium Income,24406,1,Y,No,13,3,4,80,1,9,2,2,9,Veteran,8,0,0
36,Mid-Career,No,0,Travel_Rarely,188,Research & Development,7,4,Other,1,949,2,Male,65,3,1,Research Scientist,4,Single,4678,Low Income,23293,2,Y,No,18,3,3,80,0,8,6,3,6,Experienced,2,0,1
38,Mid-Career,No,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,1,950,4,Female,80,3,3,Research Director,1,Married,13582,High Income,16292,1,Y,No,13,3,2,80,1,15,3,3,15,Veteran,12,5,11
32,Mid-Career,No,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,1,951,3,Female,70,2,1,Laboratory Technician,2,Married,2332,Low Income,3974,6,Y,No,20,4,3,80,0,5,3,3,3,Experienced,0,0,2
25,Young,Yes,1,Travel_Rarely,867,Sales,19,2,Marketing,1,952,3,Male,36,2,1,Sales Representative,2,Married,2413,Low Income,18798,1,Y,Yes,18,3,3,80,3,1,2,3,1,New Employee,0,0,0
40,Mid-Career,No,0,Travel_Rarely,658,Sales,10,4,Marketing,1,954,1,Male,67,2,3,Sales Executive,2,Divorced,9705,Medium Income,20652,2,Y,No,12,3,2,80,1,11,2,2,1,New Employee,0,0,0
26,Young,No,0,Travel_Frequently,1283,Sales,1,3,Medical,1,956,3,Male,52,2,2,Sales Executive,1,Single,4294,Low Income,11148,1,Y,No,12,3,2,80,0,7,2,3,7,Experienced,7,0,7
41,Mid-Career,No,0,Travel_Rarely,263,Research & Development,6,3,Medical,1,957,4,Male,59,3,1,Laboratory Technician,1,Single,4721,Low Income,3119,2,Y,Yes,13,3,3,80,0,20,3,3,18,Veteran,13,2,17
36,Mid-Career,No,0,Travel_Rarely,938,Research & Development,2,4,Medical,1,958,3,Male,79,3,1,Laboratory Technician,3,Single,2519,Low Income,12287,4,Y,No,21,4,3,80,0,16,6,3,11,Veteran,8,3,9
19,Young,Yes,1,Travel_Rarely,419,Sales,21,3,Other,1,959,4,Male,37,2,1,Sales Representative,2,Single,2121,Low Income,9947,1,Y,Yes,13,3,2,80,0,1,3,4,1,New Employee,0,0,0
20,Young,Yes,1,Travel_Rarely,129,Research & Development,4,3,Technical Degree,1,960,1,Male,84,3,1,Laboratory Technician,1,Single,2973,Low Income,13008,1,Y,No,19,3,2,80,0,1,2,3,1,New Employee,0,0,0
31,Mid-Career,No,0,Travel_Rarely,616,Research & Development,12,3,Medical,1,961,4,Female,41,3,2,Healthcare Representative,4,Married,5855,Medium Income,17369,0,Y,Yes,11,3,3,80,2,10,2,1,9,Veteran,7,8,5
40,Mid-Career,No,0,Travel_Frequently,1469,Research & Development,9,4,Medical,1,964,4,Male,35,3,1,Research Scientist,2,Divorced,3617,Low Income,25063,8,Y,Yes,14,3,4,80,1,3,2,3,1,New Employee,1,0,0
32,Mid-Career,No,0,Travel_Rarely,498,Research & Development,3,4,Medical,1,966,3,Female,93,3,2,Manufacturing Director,1,Married,6725,Medium Income,13554,1,Y,No,12,3,3,80,1,8,2,4,8,Veteran,7,6,3
36,Mid-Career,Yes,1,Travel_Rarely,530,Sales,3,1,Life Sciences,1,967,3,Male,51,2,3,Sales Executive,4,Married,10325,High Income,5518,1,Y,Yes,11,3,1,80,1,16,6,3,16,Veteran,7,3,7
33,Mid-Career,No,0,Travel_Rarely,1069,Research & Development,1,3,Life Sciences,1,969,2,Female,42,2,2,Healthcare Representative,4,Single,6949,Medium Income,12291,0,Y,No,14,3,1,80,0,6,3,3,5,Experienced,0,1,4
37,Mid-Career,Yes,1,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,High Income,14922,5,Y,No,11,3,3,80,0,17,2,1,14,Veteran,1,11,7
45,Mid-Career,No,0,Non-Travel,805,Research & Development,4,2,Life Sciences,1,972,3,Male,57,3,2,Laboratory Technician,2,Married,4447,Low Income,23163,1,Y,No,12,3,2,80,0,9,5,2,9,Veteran,7,0,8
29,Young,No,0,Travel_Frequently,1404,Sales,20,3,Technical Degree,1,974,3,Female,84,3,1,Sales Representative,4,Married,2157,Low Income,18203,1,Y,No,15,3,2,80,1,3,5,3,3,Experienced,1,0,2
35,Mid-Career,No,0,Travel_Rarely,1219,Sales,18,3,Medical,1,975,3,Female,86,3,2,Sales Executive,3,Married,4601,Low Income,6179,1,Y,No,16,3,2,80,0,5,3,3,5,Experienced,2,1,0
52,Senior,No,0,Travel_Rarely,1053,Research & Development,1,2,Life Sciences,1,976,4,Male,70,3,4,Manager,4,Married,17099,High Income,13829,2,Y,No,15,3,2,80,1,26,2,2,9,Veteran,8,7,8
58,Senior,Yes,1,Travel_Rarely,289,Research & Development,2,3,Technical Degree,1,977,4,Male,51,3,1,Research Scientist,3,Single,2479,Low Income,26227,4,Y,No,24,4,1,80,0,7,4,3,1,New Employee,0,0,0
53,Senior,No,0,Travel_Rarely,1376,Sales,2,2,Medical,1,981,3,Male,45,3,4,Manager,3,Divorced,14852,High Income,13938,6,Y,No,13,3,3,80,1,22,3,4,17,Veteran,13,15,2
30,Mid-Career,No,0,Travel_Rarely,231,Sales,8,2,Other,1,982,3,Male,62,3,3,Sales Executive,3,Divorced,7264,Medium Income,9977,5,Y,No,11,3,1,80,1,10,2,4,8,Veteran,4,7,7
38,Mid-Career,No,0,Non-Travel,152,Sales,10,3,Technical Degree,1,983,3,Female,85,3,2,Sales Executive,4,Single,5666,Medium Income,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,Experienced,3,1,3
35,Mid-Career,No,0,Travel_Rarely,882,Sales,3,4,Life Sciences,1,984,4,Male,92,3,3,Sales Executive,4,Divorced,7823,Medium Income,6812,6,Y,No,13,3,2,80,1,12,2,3,10,Veteran,9,0,8
39,Mid-Career,No,0,Travel_Rarely,903,Sales,2,5,Life Sciences,1,985,1,Male,41,4,3,Sales Executive,3,Single,7880,Medium Income,2560,0,Y,No,18,3,4,80,0,9,3,3,8,Veteran,7,0,7
40,Mid-Career,Yes,1,Non-Travel,1479,Sales,24,3,Life Sciences,1,986,2,Female,100,4,4,Sales Executive,2,Single,13194,High Income,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,New Employee,0,0,0
47,Senior,No,0,Travel_Frequently,1379,Research & Development,16,4,Medical,1,987,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067,Medium Income,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,Veteran,10,2,7
36,Mid-Career,No,0,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,Medium Income,25952,4,Y,No,13,3,4,80,2,12,3,3,7,Experienced,7,0,7
31,Mid-Career,Yes,1,Non-Travel,335,Research & Development,9,2,Medical,1,991,3,Male,46,2,1,Research Scientist,1,Single,2321,Low Income,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,Experienced,2,1,2
33,Mid-Career,No,0,Non-Travel,722,Sales,17,3,Life Sciences,1,992,4,Male,38,3,4,Manager,3,Single,17444,High Income,20489,1,Y,No,11,3,4,80,0,10,2,3,10,Veteran,8,6,0
29,Young,Yes,1,Travel_Rarely,906,Research & Development,10,3,Life Sciences,1,994,4,Female,92,2,1,Research Scientist,1,Single,2404,Low Income,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,New Employee,0,0,0
33,Mid-Career,No,0,Travel_Rarely,461,Research & Development,13,1,Life Sciences,1,995,2,Female,53,3,1,Research Scientist,4,Single,3452,Low Income,17241,3,Y,No,18,3,1,80,0,5,4,3,3,Experienced,2,0,2
45,Mid-Career,No,0,Travel_Rarely,974,Research & Development,1,4,Medical,1,996,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270,Low Income,11005,3,Y,No,14,3,4,80,2,8,2,3,5,Experienced,3,0,2
50,Senior,No,0,Travel_Rarely,1126,Research & Development,1,2,Medical,1,997,4,Male,66,3,4,Research Director,4,Divorced,17399,High Income,6615,9,Y,No,22,4,3,80,1,32,1,2,5,Experienced,4,1,3
33,Mid-Career,No,0,Travel_Frequently,827,Research & Development,1,4,Other,1,998,3,Female,84,4,2,Healthcare Representative,2,Married,5488,Medium Income,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,Experienced,5,1,2
41,Mid-Career,No,0,Travel_Frequently,840,Research & Development,9,3,Medical,1,999,1,Male,64,3,5,Research Director,3,Divorced,19419,High Income,3735,2,Y,No,17,3,2,80,1,21,2,4,18,Veteran,16,0,11
27,Young,No,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,1,1001,3,Female,37,3,1,Laboratory Technician,2,Married,2811,Low Income,12086,9,Y,No,14,3,2,80,1,4,2,3,2,New Employee,2,2,2
45,Mid-Career,No,0,Non-Travel,248,Research & Development,23,2,Life Sciences,1,1002,4,Male,42,3,2,Laboratory Technician,1,Married,3633,Low Income,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,Veteran,8,0,8
47,Senior,No,0,Travel_Rarely,955,Sales,4,2,Life Sciences,1,1003,4,Female,83,3,2,Sales Executive,4,Single,4163,Low Income,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,Veteran,0,0,7
30,Mid-Career,Yes,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,1004,1,Female,48,3,1,Research Scientist,3,Married,2132,Low Income,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,Experienced,2,0,1
50,Senior,No,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,1,1005,4,Male,95,3,4,Manufacturing Director,3,Married,13973,High Income,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,Veteran,11,1,5
38,Mid-Career,No,0,Travel_Frequently,1391,Research & Development,10,1,Medical,1,1006,3,Male,66,3,1,Research Scientist,3,Married,2684,Low Income,12127,0,Y,No,17,3,2,80,1,3,0,2,2,New Employee,1,0,2
46,Senior,No,0,Travel_Rarely,566,Research & Development,7,2,Medical,1,1007,4,Male,75,3,3,Manufacturing Director,3,Divorced,10845,High Income,24208,6,Y,No,13,3,2,80,1,13,3,3,8,Veteran,7,0,7
24,Young,No,0,Travel_Rarely,1206,Research & Development,17,1,Medical,1,1009,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377,Low Income,24117,1,Y,No,15,3,2,80,2,5,6,3,4,Experienced,2,3,2
35,Mid-Career,Yes,1,Travel_Rarely,622,Research & Development,14,4,Other,1,1010,3,Male,39,2,1,Laboratory Technician,2,Divorced,3743,Low Income,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,Experienced,2,0,2
31,Mid-Career,No,0,Travel_Frequently,853,Research & Development,1,1,Life Sciences,1,1011,3,Female,96,3,2,Manufacturing Director,1,Married,4148,Low Income,11275,1,Y,No,12,3,3,80,1,4,1,3,4,Experienced,3,0,3
18,Young,No,0,Non-Travel,287,Research & Development,5,2,Life Sciences,1,1012,2,Male,73,3,1,Research Scientist,4,Single,1051,Low Income,13493,1,Y,No,15,3,4,80,0,0,2,3,0,New Employee,0,0,0
54,Senior,No,0,Travel_Rarely,1441,Research & Development,17,3,Technical Degree,1,1013,3,Female,56,3,3,Manufacturing Director,3,Married,10739,High Income,13943,8,Y,No,11,3,3,80,1,22,2,3,10,Veteran,7,0,8
35,Mid-Career,No,0,Travel_Rarely,583,Research & Development,25,4,Medical,1,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,10388,High Income,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,Veteran,10,10,1
30,Mid-Career,No,0,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1,1015,2,Female,73,4,3,Research Director,1,Married,11416,High Income,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,Veteran,7,1,7
20,Young,Yes,1,Travel_Rarely,1097,Research & Development,11,3,Medical,1,1016,4,Female,98,2,1,Research Scientist,1,Single,2600,Low Income,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,New Employee,0,0,0
30,Mid-Career,Yes,1,Travel_Frequently,109,Research & Development,5,3,Medical,1,1017,2,Female,60,3,1,Laboratory Technician,2,Single,2422,Low Income,25725,0,Y,No,17,3,1,80,0,4,3,3,3,Experienced,2,1,2
26,Young,No,0,Travel_Rarely,1066,Research & Development,2,2,Medical,1,1018,4,Male,32,4,2,Manufacturing Director,4,Married,5472,Medium Income,3334,1,Y,No,12,3,2,80,0,8,2,3,8,Veteran,7,1,3
22,Young,No,0,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1,1019,2,Male,94,1,1,Laboratory Technician,1,Married,2451,Low Income,6881,1,Y,No,15,3,1,80,1,4,3,2,4,Experienced,3,1,1
48,Senior,No,0,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1,1022,1,Male,97,2,2,Healthcare Representative,3,Single,4240,Low Income,13119,2,Y,No,13,3,4,80,0,19,0,3,2,New Employee,2,2,2
48,Senior,No,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1,1024,3,Male,78,2,3,Healthcare Representative,3,Single,10999,High Income,22245,7,Y,No,14,3,2,80,0,27,3,3,15,Veteran,11,4,8
41,Mid-Career,No,0,Travel_Rarely,549,Research & Development,7,2,Medical,1,1025,4,Female,42,3,2,Manufacturing Director,3,Single,5003,Medium Income,23371,6,Y,No,14,3,2,80,0,8,6,3,2,New Employee,2,2,1
39,Mid-Career,No,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1,1026,4,Female,65,2,4,Manufacturing Director,4,Married,12742,High Income,7060,1,Y,No,16,3,3,80,1,21,3,3,21,Veteran,6,11,8
27,Young,No,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4227,Low Income,4658,0,Y,No,18,3,2,80,1,4,2,3,3,Experienced,2,2,2
35,Mid-Career,No,0,Travel_Rarely,802,Research & Development,10,3,Other,1,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,Low Income,9541,1,Y,No,20,4,1,80,1,3,4,2,3,Experienced,2,1,2
42,Mid-Career,No,0,Travel_Rarely,265,Sales,5,2,Marketing,1,1029,4,Male,90,3,5,Manager,3,Married,18303,High Income,7770,6,Y,No,13,3,2,80,0,21,3,4,1,New Employee,0,0,0
50,Senior,No,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,1030,1,Male,64,3,1,Laboratory Technician,4,Married,2380,Low Income,20165,4,Y,No,18,3,2,80,0,8,5,3,1,New Employee,0,0,0
59,Senior,No,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1,1032,3,Female,69,2,4,Manufacturing Director,4,Single,13726,High Income,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,Experienced,3,4,3
37,Mid-Career,Yes,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,Low Income,14382,5,Y,No,15,3,1,80,0,15,2,1,1,New Employee,0,0,0
55,Senior,No,0,Travel_Frequently,135,Research & Development,18,4,Medical,1,1034,3,Male,62,3,2,Healthcare Representative,2,Married,6385,Medium Income,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,Veteran,7,6,7
41,Mid-Career,No,0,Non-Travel,247,Research & Development,7,1,Life Sciences,1,1035,2,Female,55,1,5,Research Director,3,Divorced,19973,High Income,20284,1,Y,No,22,4,2,80,2,21,3,3,21,Veteran,16,5,10
38,Mid-Career,No,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,1,1036,2,Male,42,3,2,Sales Executive,4,Single,6861,Medium Income,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,New Employee,0,0,0
26,Young,Yes,1,Non-Travel,265,Sales,29,2,Medical,1,1037,2,Male,79,1,2,Sales Executive,1,Single,4969,Low Income,21813,8,Y,No,18,3,4,80,0,7,6,3,2,New Employee,2,2,2
52,Senior,Yes,1,Travel_Rarely,266,Sales,2,1,Marketing,1,1038,1,Female,57,1,5,Manager,4,Married,19845,High Income,25846,1,Y,No,15,3,4,80,1,33,3,3,32,Veteran,14,6,9
44,Mid-Career,No,0,Travel_Rarely,1448,Sales,28,3,Medical,1,1039,4,Female,53,4,4,Sales Executive,4,Married,13320,High Income,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,Veteran,11,11,11
50,Senior,No,0,Non-Travel,145,Sales,1,3,Life Sciences,1,1040,4,Female,95,3,2,Sales Executive,3,Married,6347,Medium Income,24920,0,Y,No,12,3,1,80,1,19,3,3,18,Veteran,7,0,13
36,Mid-Career,Yes,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,Low Income,8269,1,Y,No,16,3,3,80,0,18,1,3,17,Veteran,13,15,14
39,Mid-Career,No,0,Travel_Frequently,945,Research & Development,22,3,Medical,1,1043,4,Female,82,3,3,Manufacturing Director,1,Single,10880,High Income,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,Veteran,6,2,8
33,Mid-Career,No,0,Non-Travel,1038,Sales,8,1,Life Sciences,1,1044,2,Female,88,2,1,Sales Representative,4,Single,2342,Low Income,21437,0,Y,No,19,3,4,80,0,3,2,2,2,New Employee,2,2,2
45,Mid-Career,No,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,1,1045,4,Female,90,3,4,Manager,4,Married,17650,High Income,5404,3,Y,No,13,3,2,80,1,26,4,4,9,Veteran,3,1,1
32,Mid-Career,No,0,Non-Travel,1109,Research & Development,29,4,Medical,1,1046,4,Female,69,3,1,Laboratory Technician,3,Single,4025,Low Income,11135,9,Y,No,12,3,2,80,0,10,2,3,8,Veteran,7,7,7
34,Mid-Career,No,0,Travel_Rarely,216,Sales,1,4,Marketing,1,1047,2,Male,75,4,2,Sales Executive,4,Divorced,9725,Medium Income,12278,0,Y,No,11,3,4,80,1,16,2,2,15,Veteran,1,0,9
59,Senior,No,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,1,1048,2,Male,66,3,3,Manager,4,Married,11904,High Income,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,Experienced,4,0,4
45,Mid-Career,No,0,Travel_Rarely,788,Human Resources,24,4,Medical,1,1049,2,Male,36,3,1,Human Resources,2,Single,2177,Low Income,8318,1,Y,No,16,3,1,80,0,6,3,3,6,Experienced,3,0,4
53,Senior,No,0,Travel_Frequently,124,Sales,2,3,Marketing,1,1050,3,Female,38,2,3,Sales Executive,2,Married,7525,Medium Income,23537,2,Y,No,12,3,1,80,1,30,2,3,15,Veteran,7,6,12
36,Mid-Career,Yes,1,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,Low Income,7858,7,Y,No,14,3,2,80,1,9,3,2,1,New Employee,0,0,0
26,Young,Yes,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,1053,1,Male,57,3,1,Research Scientist,1,Married,2042,Low Income,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,Experienced,2,1,2
34,Mid-Career,No,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,1,1055,3,Female,87,3,1,Sales Representative,3,Married,2220,Low Income,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,New Employee,1,0,0
28,Young,No,0,Travel_Rarely,1144,Sales,10,1,Medical,1,1056,4,Male,74,3,1,Sales Representative,2,Married,1052,Low Income,23384,1,Y,No,22,4,2,80,0,1,5,3,1,New Employee,0,0,0
38,Mid-Career,No,0,Travel_Frequently,1186,Research & Development,3,4,Other,1,1060,3,Male,44,3,1,Research Scientist,3,Married,2821,Low Income,2997,3,Y,No,16,3,1,80,1,8,2,3,2,New Employee,2,2,2
50,Senior,No,0,Travel_Rarely,1464,Research & Development,2,4,Medical,1,1061,2,Male,62,3,5,Research Director,3,Married,19237,High Income,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,Veteran,1,7,7
37,Mid-Career,No,0,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Low Income,13848,3,Y,No,15,3,1,80,0,8,3,2,4,Experienced,3,0,1
40,Mid-Career,No,0,Travel_Rarely,300,Sales,26,3,Marketing,1,1066,3,Male,74,3,2,Sales Executive,1,Married,8396,Medium Income,22217,1,Y,No,14,3,2,80,1,8,3,2,7,Experienced,7,7,5
26,Young,No,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,1068,1,Female,66,2,1,Research Scientist,3,Divorced,2007,Low Income,25265,1,Y,No,13,3,3,80,2,5,5,3,5,Experienced,3,1,3
46,Senior,No,0,Travel_Rarely,430,Research & Development,1,4,Medical,1,1069,4,Male,40,3,5,Research Director,4,Divorced,19627,High Income,21445,9,Y,No,17,3,4,80,2,23,0,3,2,New Employee,2,2,2
54,Senior,No,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,1,1070,3,Female,41,2,3,Sales Executive,3,Married,10686,High Income,8392,6,Y,No,11,3,2,80,1,13,4,3,9,Veteran,4,7,0
56,Senior,No,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,1071,1,Female,63,3,1,Research Scientist,3,Married,2942,Low Income,12154,2,Y,No,19,3,2,80,1,18,4,3,5,Experienced,4,0,3
36,Mid-Career,No,0,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,Medium Income,15669,0,Y,No,11,3,2,80,0,15,2,2,14,Veteran,8,7,8
55,Senior,No,0,Non-Travel,444,Research & Development,2,1,Medical,1,1074,3,Male,40,2,4,Manager,1,Single,16756,High Income,17323,7,Y,No,15,3,2,80,0,31,3,4,9,Veteran,7,6,2
43,Mid-Career,No,0,Travel_Rarely,415,Sales,25,3,Medical,1,1076,3,Male,79,2,3,Sales Executive,4,Divorced,10798,High Income,5268,5,Y,No,13,3,3,80,1,18,5,3,1,New Employee,0,0,0
20,Young,Yes,1,Travel_Frequently,769,Sales,9,3,Marketing,1,1077,4,Female,54,3,1,Sales Representative,4,Single,2323,Low Income,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,New Employee,2,0,2
21,Young,Yes,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1,1079,3,Female,36,2,1,Laboratory Technician,1,Single,1416,Low Income,17258,1,Y,No,13,3,1,80,0,1,6,2,1,New Employee,0,1,0
46,Senior,No,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1,1080,4,Female,74,2,2,Research Scientist,1,Divorced,4615,Low Income,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,Veteran,13,1,7
51,Senior,Yes,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,1081,1,Male,34,3,1,Research Scientist,3,Married,2461,Low Income,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,Veteran,0,2,7
28,Young,Yes,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,1,1082,2,Male,72,2,3,Healthcare Representative,1,Single,8722,Medium Income,12355,1,Y,No,12,3,1,80,0,10,2,2,10,Veteran,7,1,9
26,Young,No,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,1083,1,Male,59,2,1,Laboratory Technician,1,Married,3955,Low Income,11141,1,Y,No,16,3,1,80,2,6,2,3,5,Experienced,3,1,3
30,Mid-Career,No,0,Travel_Rarely,1176,Research & Development,20,3,Other,1,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9957,Medium Income,9096,0,Y,No,15,3,3,80,1,7,1,2,6,Experienced,2,0,2
41,Mid-Career,No,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,1085,2,Female,43,4,1,Research Scientist,3,Married,3376,Low Income,18863,1,Y,No,13,3,3,80,0,10,3,3,10,Veteran,6,0,8
38,Mid-Career,No,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1,1088,3,Female,65,2,3,Healthcare Representative,3,Married,8823,Medium Income,24608,0,Y,No,18,3,1,80,1,20,4,2,19,Veteran,9,1,9
40,Mid-Career,No,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,1092,1,Male,61,3,3,Healthcare Representative,4,Married,10322,High Income,26542,4,Y,No,20,4,4,80,1,14,6,3,11,Veteran,10,11,1
27,Young,No,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,1094,1,Male,87,1,1,Laboratory Technician,3,Married,4621,Low Income,5869,1,Y,No,19,3,4,80,3,3,4,3,3,Experienced,2,1,2
55,Senior,No,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1,1096,4,Male,65,3,3,Manufacturing Director,2,Married,10976,High Income,15813,3,Y,No,18,3,2,80,1,23,4,3,3,Experienced,2,1,2
28,Young,No,0,Travel_Rarely,857,Research & Development,10,3,Other,1,1097,3,Female,59,3,2,Research Scientist,3,Single,3660,Low Income,7909,3,Y,No,13,3,4,80,0,10,4,4,8,Veteran,7,1,7
44,Mid-Career,Yes,1,Travel_Rarely,1376,Human Resources,1,2,Medical,1,1098,2,Male,91,2,3,Human Resources,1,Married,10482,High Income,2326,9,Y,No,14,3,4,80,1,24,1,3,20,Veteran,6,3,6
33,Mid-Career,No,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,Medium Income,21214,4,Y,No,15,3,3,80,1,9,2,3,3,Experienced,2,1,2
35,Mid-Career,Yes,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,1,1100,4,Male,86,3,3,Sales Executive,1,Single,9582,Medium Income,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,Veteran,7,4,7
33,Mid-Career,Yes,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,1101,1,Female,54,2,2,Research Scientist,3,Single,4508,Low Income,3129,1,Y,No,22,4,2,80,0,14,4,3,13,Veteran,7,3,8
28,Young,No,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,Low Income,22482,1,Y,No,16,3,4,80,1,4,5,2,4,Experienced,2,2,2
34,Mid-Career,No,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,1103,1,Male,45,3,2,Healthcare Representative,4,Single,7756,Medium Income,22266,0,Y,No,17,3,3,80,0,7,1,2,6,Experienced,2,0,4
